,make,model
1075,mitsubishi,outlander
1076,mitsubishi,outlander phev
1077,mitsubishi,outlander sport
1078,mitsubishi,precis
1079,mitsubishi,raider double cab
1080,mitsubishi,raider extended cab
1081,nissan,200sx
1082,nissan,240sx
1083,nissan,300zx
1084,nissan,350z
1085,nissan,370z
1086,nissan,altima
1087,nissan,ariya
1088,nissan,armada
1089,nissan,cube
1090,nissan,frontier crew cab
1091,nissan,frontier king cab
1092,nissan,frontier regular cab
1093,nissan,gt-r
1094,nissan,juke
1095,nissan,kicks
1096,nissan,king cab
1097,nissan,leaf
1098,nissan,maxima
1099,nissan,murano
1100,nissan,nv1500 cargo
1101,nissan,nv200
1102,nissan,nv200 taxi
1103,nissan,nv2500 hd cargo
1104,nissan,nv3500 hd cargo
1105,nissan,nv3500 hd passenger
1106,nissan,nx
1107,nissan,pathfinder
1108,nissan,pathfinder armada
1109,nissan,quest
1110,nissan,regular cab
1111,nissan,rogue
1112,nissan,rogue select
1113,nissan,rogue sport
1114,nissan,sentra
1115,nissan,stanza
1116,nissan,titan crew cab
1117,nissan,titan king cab
1118,nissan,titan single cab
1119,nissan,titan xd crew cab
1120,nissan,titan xd king cab
1121,nissan,titan xd single cab
1122,nissan,versa
1123,nissan,versa note
1124,nissan,xterra
1125,nissan,z
1126,oldsmobile,88
1127,oldsmobile,98
1128,oldsmobile,achieva
1129,oldsmobile,alero
1130,oldsmobile,aurora
1131,oldsmobile,bravada
1132,oldsmobile,ciera
1133,oldsmobile,custom cruiser
1134,oldsmobile,cutlass
1135,oldsmobile,cutlass ciera
1136,oldsmobile,cutlass cruiser
1137,oldsmobile,cutlass supreme
1138,oldsmobile,intrigue
1139,oldsmobile,lss
1140,oldsmobile,regency
1141,oldsmobile,silhouette
1142,oldsmobile,toronado
1143,panoz,esperante
1144,plymouth,acclaim
1145,plymouth,breeze
1146,plymouth,colt
1147,plymouth,colt vista
1148,plymouth,grand voyager
1149,plymouth,laser
1150,plymouth,neon
1151,plymouth,prowler
1152,plymouth,sundance
1153,plymouth,voyager
1154,polestar,1
1155,polestar,2
1156,pontiac,aztek
1157,pontiac,bonneville
1158,pontiac,firebird
1159,pontiac,g3
1160,pontiac,g5
1161,pontiac,g6
1162,pontiac,g6 (2009.5)
1163,pontiac,g8
1164,pontiac,grand am
1165,pontiac,grand prix
1166,pontiac,gto
1167,pontiac,lemans
1168,pontiac,montana
1169,pontiac,montana sv6
1170,pontiac,solstice
1171,pontiac,sunbird
1172,pontiac,sunfire
1173,pontiac,torrent
1174,pontiac,trans sport
1175,pontiac,vibe
1176,porsche,718 boxster
1177,porsche,718 cayman
1178,porsche,718 spyder
1179,porsche,911
1180,porsche,918 spyder
1181,porsche,928
1182,porsche,968
1183,porsche,boxster
1184,porsche,carrera gt
1185,porsche,cayenne
1186,porsche,cayenne coupe
1187,porsche,cayman
1188,porsche,macan
1189,porsche,panamera
1190,porsche,taycan
1191,porsche,taycan cross turismo
1192,porsche,taycan sport turismo
1193,ram,1500 classic crew cab
1194,ram,1500 classic quad cab
1195,ram,1500 classic regular cab
1196,ram,1500 crew cab
1197,ram,1500 quad cab
1198,ram,1500 regular cab
1199,ram,2500 crew cab
1200,ram,2500 mega cab
1201,ram,2500 regular cab
1202,ram,3500 crew cab
1203,ram,3500 mega cab
1204,ram,3500 regular cab
1205,ram,c/v
1206,ram,c/v tradesman
1207,ram,dakota crew cab
1208,ram,dakota extended cab
1209,ram,promaster 1500 cargo
1210,ram,promaster 2500 cargo
1211,ram,promaster 3500 cargo
1212,ram,promaster cargo van
1213,ram,promaster city
1214,ram,promaster window van
1215,rivian,r1s
1216,rivian,r1t
1217,rolls-royce,cullinan
1218,rolls-royce,dawn
1219,rolls-royce,ghost
1220,rolls-royce,phantom
1221,rolls-royce,wraith
1222,saab,9-2x
1223,saab,9-3
1224,saab,9-4x
1225,saab,9-5
1226,saab,9-7x
1227,saab,900
1228,saab,9000
1229,saturn,astra
1230,saturn,aura
1231,saturn,ion
1232,saturn,l-series
1233,saturn,outlook
1234,saturn,relay
1235,saturn,s-series
1236,saturn,sky
1237,saturn,vue
1238,scion,fr-s
1239,scion,ia
1240,scion,im
1241,scion,iq
1242,scion,tc
1243,scion,xa
1244,scion,xb
1245,scion,xd
1246,smart,fortwo
1247,smart,fortwo cabrio
1248,smart,fortwo electric drive
1249,smart,fortwo electric drive cabrio
1250,smart,fortwo eq cabrio
1251,smart,fortwo eq coupe
1252,srt,viper
1253,subaru,ascent
1254,subaru,b9 tribeca
1255,subaru,baja
1256,subaru,brz
1257,subaru,crosstrek
1258,subaru,forester
1259,subaru,impreza
1260,subaru,justy
1261,subaru,legacy
1262,subaru,loyale
1263,subaru,outback
1264,subaru,svx
1265,subaru,tribeca
1266,subaru,wrx
1267,subaru,xv crosstrek
1268,suzuki,aerio
1269,suzuki,equator crew cab
1270,suzuki,equator extended cab
1271,suzuki,esteem
1272,suzuki,forenza
1273,suzuki,grand vitara
1274,suzuki,kizashi
1275,suzuki,reno
1276,suzuki,samurai
1277,suzuki,sidekick
1278,suzuki,swift
1279,suzuki,sx4
1280,suzuki,verona
1281,suzuki,vitara
1282,suzuki,x-90
1283,suzuki,xl-7
1284,suzuki,xl7
1285,tesla,model 3
1286,tesla,model s
1287,tesla,model x
1288,tesla,model y
1289,toyota,4runner
1290,toyota,86
1291,toyota,avalon
1292,toyota,avalon hybrid
1293,toyota,bz4x
1294,toyota,c-hr
1295,toyota,camry
1296,toyota,camry hybrid
1297,toyota,celica
1298,toyota,corolla
1299,toyota,corolla cross
1300,toyota,corolla cross hybrid
1301,toyota,corolla hatchback
1302,toyota,corolla hybrid
1303,toyota,corolla im
1304,toyota,cressida
1305,toyota,crown
1306,toyota,echo
1307,toyota,fj cruiser
1308,toyota,gr corolla
1309,toyota,gr supra
1310,toyota,gr86
1311,toyota,grand highlander
1312,toyota,grand highlander hybrid
1313,toyota,highlander
1314,toyota,highlander hybrid
1315,toyota,land cruiser
1316,toyota,matrix
1317,toyota,mirai
1318,toyota,mr2
1319,toyota,paseo
1320,toyota,previa
1321,toyota,prius
1322,toyota,prius c
1323,toyota,prius plug-in hybrid
1324,toyota,prius prime
1325,toyota,prius v
1326,toyota,rav4
1327,toyota,rav4 hybrid
1328,toyota,rav4 prime
1329,toyota,regular cab
1330,toyota,sequoia
1331,toyota,sienna
1332,toyota,solara
1333,toyota,supra
1334,toyota,t100 regular cab
1335,toyota,t100 xtracab
1336,toyota,tacoma access cab
1337,toyota,tacoma double cab
1338,toyota,tacoma regular cab
1339,toyota,tacoma xtracab
1340,toyota,tercel
1341,toyota,tundra access cab
1342,toyota,tundra crewmax
1343,toyota,tundra double cab
1344,toyota,tundra hybrid crewmax
1345,toyota,tundra regular cab
1346,toyota,venza
1347,toyota,xtra cab
1348,toyota,yaris
1349,toyota,yaris hatchback
1350,toyota,yaris ia
1351,volkswagen,arteon
1352,volkswagen,atlas
1353,volkswagen,atlas cross sport
1354,volkswagen,beetle
1355,volkswagen,cabrio
1356,volkswagen,cabrio (new)
1357,volkswagen,cabriolet
1358,volkswagen,cc
1359,volkswagen,corrado
1360,volkswagen,e-golf
1361,volkswagen,eos
1362,volkswagen,eurovan
1363,volkswagen,fox
1364,volkswagen,gli
1365,volkswagen,golf
1366,volkswagen,golf (new)
1367,volkswagen,golf alltrack
1368,volkswagen,golf gti
1369,volkswagen,golf iii
1370,volkswagen,golf r
1371,volkswagen,golf sportwagen
1372,volkswagen,gti
1373,volkswagen,gti (new)
1374,volkswagen,id.4
1375,volkswagen,jetta
1376,volkswagen,jetta (new)
1377,volkswagen,jetta gli
1378,volkswagen,jetta iii
1379,volkswagen,jetta sportwagen
1380,volkswagen,new beetle
1381,volkswagen,passat
1382,volkswagen,passat (new)
1383,volkswagen,phaeton
1384,volkswagen,r32
1385,volkswagen,rabbit
1386,volkswagen,routan
1387,volkswagen,taos
1388,volkswagen,tiguan
1389,volkswagen,tiguan limited
1390,volkswagen,touareg
1391,volkswagen,touareg 2
1392,volvo,240
1393,volvo,740
1394,volvo,850
1395,volvo,940
1396,volvo,960
1397,volvo,c30
1398,volvo,c40 recharge
1399,volvo,c70
1400,volvo,s40
1401,volvo,s40 (new)
1402,volvo,s60
1403,volvo,s70
1404,volvo,s80
1405,volvo,s90
1406,volvo,v40
1407,volvo,v50
1408,volvo,v60
1409,volvo,v70
1410,volvo,v90
1411,volvo,xc40
1412,volvo,xc40 recharge
1413,volvo,xc60
1414,volvo,xc70
1415,volvo,xc90
1437,bmw,3-series
1438,bmw,5-series
1439,bmw,6-series
1440,bmw,4-series
1441,bmw,xdrive
1442,bmw,330i
1443,bmw,alpina
1444,bmw,330ci
1445,bmw,328i
1446,bmw,330c
1447,bmw,335i
1448,bmw,335d
1449,bmw,528i
1450,bmw,535i
1451,bmw,128i
1452,bmw,640i
1453,bmw,3er
1454,bmw,5er
1456,bmw,e90
1459,bmw,bmws
1460,bmw,bmwesque
1462,buick,la crosse
1468,buick,buicks
1472,car,cars
1473,chevrolet,grand blazer
1476,chevrolet,silverado
1477,chevrolet,colorado
1482,chevrolet,captiva
1484,chevrolet,express
1485,chevrolet,lacetti
1486,chevrolet,montana
1487,chevrolet,uplander
1488,chevrolet,orlando
1489,chevrolet,tornado
1501,chevrolet,prisma
1502,chevrolet,tavera
1509,chevrolet,agile
1510,chevrolet,celta
1512,chevrolet,lanos
1513,chevrolet,omega
1514,chevrolet,optra
1523,chevrolet,lova
1524,chevrolet,n200
1525,chevrolet,niva
1526,chevrolet,onix
1527,chevrolet,s-10
1528,chevrolet,sail
1532,chevrolet,chevy
1533,chevrolet,malibus
1536,chrysler,town and country
1537,chrysler,chrysler 300
1538,chrysler,chrysler 200
1540,chrysler,cruiser
1543,chrysler,lx
1544,chrysler,chryslers
1556,dodge,ram
1557,ford,crownvictoria
1559,ford,supervan
1560,ford,freestar
1563,ford,ecoline
1564,ford,tourneo
1565,ford,everest
1569,ford,galaxy
1572,ford,f-150
1573,ford,c-max
1574,ford,s-max
1575,ford,kuga
1576,ford,cmax
1577,ford,f150
1578,ford,fords
1579,ford,fusions
1580,ford,fusionmilan
1583,honda,inspire
1584,honda,mobilio
1586,honda,shuttle
1587,honda,spirior
1588,honda,stepwgn
1589,honda,crider
1591,honda,legend
1593,honda,stream
1594,honda,amaze
1595,honda,hobio
1596,honda,n-box
1597,honda,n-one
1598,honda,n-wgn
1600,honda,vamos
1601,honda,vezel
1602,honda,spike
1603,honda,acty
1604,honda,brio
1605,honda,city
1608,honda,freed
1609,honda,jade
1610,honda,zest
1611,honda,aria
1612,honda,ex-l
1614,honda,jazz
1615,honda,nsx
1616,honda,nbox
1617,honda,exl
1618,honda,fcx
1619,honda,5dr
1620,honda,crv
1623,honda,hondas
1624,honda,accords
1625,honda,odessey
1627,hyndai kia,hyundaikia
1628,hyundai,centennial
1629,hyundai,grandeur
1634,hyundai,tuscani
1635,hyundai,dynasty
1636,hyundai,santamo
1637,hyundai,stellar
1639,hyundai,lantra
1640,hyundai,avante
1641,hyundai,santro
1644,hyundai,matrix
1645,hyundai,lavity
1646,hyundai,verna
1649,hyundai,xcent
1650,hyundai,click
1651,hyundai,atos
1652,hyundai,atoz
1653,hyundai,ix20
1654,hyundai,getz
1655,hyundai,pony
1656,hyundai,i10
1657,hyundai,i20
1658,hyundai,i30
1659,hyundai,i40
1660,hyundai,i45
1661,hyundai,xg
1662,hyundai,santa
1663,hyundai,sonatas
1664,hyundai,hyundais
1666,"hyundai,","excel,"
1667,hyundai.,excel.
1671,infiniti,fx35
1675,infiniti,g37
1676,infiniti,g35
1677,infiniti,g25
1678,infiniti,6mt
1679,infiniti,g35x
1685,kia,koup
1687,kia,kias
1689,"kia,",optima
1690,kia.,optima
1699,lexus,es300
1700,lexus,is350
1701,mazda,az-offroad
1702,mazda,az-wagon
1703,mazda,familia
1704,mazda,premacy
1705,mazda,biante
1706,mazda,carol
1707,mazda,scrum
1711,mazda,atenza
1713,mazda,mazda8
1714,mazda,bongo
1715,mazda,demio
1716,mazda,axela
1719,mazda,bt-50
1721,mazda,mx-5
1724,mazda,6i
1725,mazda,cx9
1726,mazda,cx5
1727,mazda,rx8
1728,mazda,mazdas
1729,mazda,mazda6s
1730,mazda,mazda6i
1731,mercedes,mercedes-benz
1732,mercedes,benz
1733,mercedes,cl-class
1734,mercedes,c-class
1735,mercedes,e-class
1736,mercedes,s-class
1737,mercedes,mercedesbenz
1738,mercedes benz,mercedes
1739,mercedes-benz,mercedes
1741,mercury,mercury
1745,nissan,frontier
1754,nissan,titan
1759,nissan,altimas
1760,nissan,nissans
1761,nissan.,quest.
1762,nissan.,"quest,"
1763,pontiac,streamliner
1767,pontiac,torpedo
1770,pontiac,wave
1772,pontiac,gxp
1776,pontiac,g4
1780,problem,problems
1782,seat,seats
1783,sedan,sedans
1784,subaru,outback sport
1785,subaru,grand wagon
1786,subaru,impreza xv
1788,subaru,lancaster
1792,subaru,liberty
1794,subaru,gravel
1796,subaru,sambar
1797,subaru,stella
1798,subaru,exiga
1799,subaru,pleo
1802,subaru,dex
1803,subaru,r1
1804,subaru,r2
1805,suzuki,every landy
1806,suzuki,cappuccino
1807,suzuki,mighty boy
1808,suzuki,geo metro
1809,suzuki,mr wagon
1810,suzuki,palette
1811,suzuki,wagon r
1813,suzuki,equator
1814,suzuki,splash
1815,suzuki,ertiga
1816,suzuki,cultus
1818,suzuki,fronte
1819,suzuki,escudo
1820,suzuki,lapin
1821,suzuki,solio
1823,suzuki,landy
1824,suzuki,jimny
1826,suzuki,liana
1827,suzuki,cervo
1828,suzuki,forsa
1829,suzuki,ignis
1833,suzuki,apv
1834,toyata,camrybest
1835,toyota,corolla/sprinter
1836,toyota,urban cruiser
1840,toyota,hilux surf
1841,toyota,fortuner
1842,toyota,stallion
1843,toyota,vanguard
1845,toyota,alphard
1846,toyota,avensis
1847,toyota,century
1848,toyota,coaster
1849,toyota,comfort
1850,toyota,granvia
1851,toyota,liteace
1852,toyota,scepter
1854,toyota,succeed
1855,toyota,townace
1856,toyota,toyoace
1857,toyota,venture
1858,toyota,allion
1859,toyota,aurion
1861,toyota,avanza
1862,toyota,condor
1863,toyota,fiedler
1864,toyota,majesta
1865,toyota,estima
1866,toyota,hiclass
1867,toyota,innova
1868,toyota,kijang
1869,toyota,kingdom
1870,toyota,kluger
1872,toyota,miniace
1873,toyota,picnic
1874,toyota,premio
1875,toyota,probox
1876,toyota,qualis
1877,toyota,ractis
1879,toyota,sienta
1880,toyota,sparky
1881,toyota,tacoma
1882,toyota,tamaraw
1883,toyota,tarago
1884,toyota,tundra
1885,toyota,vienta
1886,toyota,auris
1887,toyota,belta
1889,toyota,carri
1890,toyota,rumion
1891,toyota,etios
1892,toyota,hilux
1893,toyota,hiace
1894,toyota,mark x
1895,toyota,passo
1896,toyota,porte
1898,toyota,sofia
1899,toyota,tiara
1901,toyota,verso
1903,toyota,zelas
1904,toyota,aygo
1905,toyota,cami
1906,toyota,dyna
1907,toyota,isis
1908,toyota,nadia
1909,toyota,noah
1910,toyota,raum
1912,toyota,reiz
1913,toyota,vios
1914,toyota,voxy
1915,toyota,platz
1916,toyota,axio
1917,toyota,ist
1918,toyota,sai
1919,toyota,vitz
1921,toyota,bb
1922,toyota,iq
1923,toyota,zio
1927,toyota,camrys
1931,toyota,toyotas
1933,volkswagen,sportwagen
1934,volkswagen,touraeg
1943,volkswagen,volkwagen
1944,volkswagen,vw
1945,volkswagen,vws
1946,volkswagen,passats
1947,volkwagen,passat
